"id","recipe_id","position","photo_saved_at","memo","created_at","updated_at"
24624239,5043711,2,,"食べやすい長さに切ったおかひじきを加える","2018-04-23 16:54:42","2018-04-23 16:54:42"
24624240,5043711,3,,"すぐにめんつゆ、みりん、豆板醤、顆粒だしを混ぜ合わせたものを回しかけ、1分ほど炒めたら完成","2018-04-23 16:54:42","2018-04-23 16:57:50"
24626110,5044241,1,,"ポットでお湯を沸かしつつ、冷凍うどんをチン","2018-04-23 21:15:49","2018-04-23 21:15:49"
24626111,5044241,2,,"カレーに沸騰したお湯と顆粒だしを入れて混ぜる","2018-04-23 21:15:49","2018-04-23 21:15:49"
24626112,5044241,3,,"うどんをつけて食べる","2018-04-23 21:15:50","2018-04-23 21:15:50"
24652545,5050578,1,,"ぽん酢とピーナツバターを混ぜたらとろっとしたドレッシングに","2018-04-27 21:37:56","2018-04-27 21:37:56"
24729871,5068898,1,,"キャベツとパプリカは千切りにする。大きめのボウルに入れ、軽く塩をして10分ほどおく。","2018-05-10 20:53:28","2018-05-10 21:03:12"
24729872,5068898,2,,"キャベツとパプリカがしんなりしたらギュッと水気を絞る。","2018-05-10 20:53:28","2018-05-10 21:03:44"
24729873,5068898,3,,"★の材料を合わせて混ぜておき、２と和えれば出来上がり。 器に盛った時にパセリを散らすと綺麗です。","2018-05-10 20:53:28","2018-05-10 21:09:15"
24729874,5068898,4,,"すぐ食べても良いし、作りおきで３日くらい食べられます。","2018-05-10 20:53:28","2018-05-10 21:08:38"
24756014,5074967,1,"2018-05-14 22:52:18","洗った新玉ねぎを千切りにします。スライサーでもOK！","2018-05-14 22:45:16","2018-06-04 15:09:27"
24756026,5074967,2,"2018-05-14 22:52:33","切った玉ねぎをタッパーにいれます。 新玉なので水に晒さなくても大丈夫！","2018-05-14 22:46:44","2018-06-04 15:09:27"
24756035,5074967,3,"2018-05-14 22:47:50","生ハムを適当な大きさに切り、タッパーにいれます。 手でちぎっても大丈夫です。","2018-05-14 22:47:50","2018-05-14 23:13:43"
24756053,5074967,4,"2018-05-14 22:50:46","玉ねぎと生ハムをいれたタッパーに、上から塩胡椒、オリーブオイル、レモン汁を振りかけます。","2018-05-14 22:50:46","2018-05-14 22:50:46"
24756065,5074967,5,"2018-05-14 22:51:57","タッパーの蓋を閉めてしゃかしゃか振ります☆","2018-05-14 22:51:55","2018-05-14 22:51:57"
24756139,5074967,6,"2018-05-14 23:01:19","お好みでオリーブをのせて、完成☆","2018-05-14 23:01:18","2018-05-14 23:01:19"
24896976,5074967,7,,"☆タッパーがないとき☆","2018-06-05 20:18:16","2018-06-05 20:18:16"
24896977,5074967,8,"2018-06-05 20:18:18","ボールに切った玉ねぎと生ハムを入れてます。 写真は切り落としではありませんが、切り落としの方が混ぜやすくおすすめです。","2018-06-05 20:18:18","2018-06-05 20:25:00"
24896978,5074967,9,"2018-06-05 20:18:20","塩胡椒、オリーブオイル、レモン汁をいれます。","2018-06-05 20:18:20","2018-06-05 20:18:20"
24896985,5074967,10,"2018-06-05 20:18:32","よく混ぜて、完成です！","2018-06-05 20:18:32","2018-06-05 20:18:32"
24897022,5074967,11,"2018-06-05 20:24:06","完成！","2018-06-05 20:24:05","2018-06-05 20:24:06"
25100170,5074967,12,"2018-07-07 19:30:35","2018/05/23トップ10入り 2018/07/11 話題入り  つくれぽありがとうございます！","2018-07-07 19:30:35","2018-07-11 08:49:53"
24821531,5090699,1,,"鶏もも肉を一口大に切り、片栗粉をまぶす","2018-05-24 23:34:58","2018-05-24 23:34:58"
24821532,5090699,2,,"にんにくをみじん切り、ズッキーニを薄切りにする","2018-05-24 23:34:58","2018-05-24 23:34:58"
24821533,5090699,3,,"フライパンにオリーブオイルをひいてにんにくを入れ弱火にかける","2018-05-24 23:34:58","2018-05-24 23:34:58"
24821534,5090699,4,,"鶏もも肉を焼く","2018-05-24 23:34:58","2018-05-24 23:34:58"
24821535,5090699,5,,"表面が焼けたぐらいでズッキーニも入れて炒める","2018-05-24 23:34:58","2018-05-24 23:34:58"
24821536,5090699,6,,"ポン酢とはちみつを加えて炒めたらできあがり","2018-05-24 23:34:58","2018-05-24 23:34:58"
24827109,5092013,1,,"きゅうりを乱切りにしてボウルに入れ、調味料★をよく混ぜたらできあがり","2018-05-25 22:12:54","2018-05-25 22:12:54"
24877668,5103926,1,,"食べやすい大きさに切ったレタスと半分に切ったミニトマトをボウルに入れる","2018-06-02 20:39:30","2018-06-02 20:39:30"
24877669,5103926,2,,"めんつゆ、オリーブオイル、レモン汁を入れて和える","2018-06-02 20:39:30","2018-06-02 20:39:30"
24877670,5103926,3,,"茹でて冷水で締めたパスタもボウルに入れて軽く混ぜる","2018-06-02 20:39:30","2018-06-02 20:39:30"
24877671,5103926,4,,"お皿に盛ったらちりめん山椒をかけて完成！","2018-06-02 20:39:31","2018-06-02 20:39:31"
24880394,5104901,1,,"ガラスポットに氷をたくさん入れる","2018-06-03 11:22:54","2018-06-03 11:22:54"
24880395,5104901,2,,"ドリッパーと挽いた豆を上にセットしてお湯を50gほど注いで蒸らす(30秒ぐらいでいいかな)","2018-06-03 11:22:54","2019-08-10 11:39:08"
24880396,5104901,3,"2018-06-03 11:22:58","何度かに分けて合計300gを2分ほどで注ぎきる","2018-06-03 11:22:54","2019-06-26 09:23:12"
24880397,5104901,4,,"氷が溶けつつあるポットの中身をお箸か何かでぐるぐるかき混ぜて急冷させる","2018-06-03 11:22:54","2018-07-31 18:06:54"
24880398,5104901,5,,"コップに氷ごと注いでできあがり","2018-06-03 11:22:54","2018-06-03 11:22:54"
24921890,5115223,1,"2018-06-09 22:00:35","トースターもしくはグリルで、厚揚げを両面とも焼きます。10分くらい、少し焦げ目がつく程度で。","2018-06-09 21:52:54","2018-06-09 22:14:51"
24921891,5115223,2,,"大根おろしを用意します。","2018-06-09 21:53:03","2018-06-09 21:54:03"
24921900,5115223,3,"2018-06-09 22:00:48","厚揚げをお好みの大きさに切って、大根おろしをのせ、ポン酢をかけるだけ！ お好みでネギをかけて完成！","2018-06-09 21:53:56","2018-06-09 22:00:48"
25100132,5115223,4,"2018-07-07 19:27:12","2018/07/07トップ10入りです つくれぽありがとうございます！","2018-07-07 19:27:12","2018-07-07 19:27:12"
24921993,5115248,1,,"ズッキーニを1センチくらいの輪切りにします","2018-06-09 22:05:57","2018-06-09 22:05:57"
24921995,5115248,2,,"ベーコンを2〜3センチ幅に切ります","2018-06-09 22:06:14","2018-06-09 22:06:14"
24922003,5115248,3,,"フライパンにオリーブオイルを熱し、ズッキーニを炒めます","2018-06-09 22:06:51","2018-06-09 22:07:39"
24922008,5115248,4,,"ベーコンを入れて一緒に炒めます","2018-06-09 22:07:12","2018-06-09 22:07:12"
24922019,5115248,5,,"炒まったら塩胡椒で、味を整えます","2018-06-09 22:07:57","2018-06-09 22:07:57"
24922024,5115248,6,,"お皿に盛り付け、お好みでドライパセリをかけて、完成です！","2018-06-09 22:08:21","2018-06-09 22:08:21"
24926094,5116134,1,,"鍋で沸騰させたお湯にオクラを切らずに入れて、2分ぐらい茹でます。","2018-06-10 15:09:52","2018-06-10 15:09:52"
24926095,5116134,2,,"オクラはヘタを取って5ミリ〜1センチ幅で切り、長ネギはなるべく薄く斜めに切り、カリカリ梅はみじん切りにします。","2018-06-10 15:09:52","2018-06-10 15:09:52"
24926096,5116134,3,,"ツナ缶は開けて油を切っておきます。","2018-06-10 15:09:52","2018-06-10 15:09:52"
24926097,5116134,4,,"めんつゆ、ぽん酢、水を混ぜてお好みの濃さにしたらつけ汁用の器に入れて、切った具材とツナ缶も入れます。つけ汁はこれで完成！","2018-06-10 15:09:52","2018-06-10 15:09:52"
24926098,5116134,5,,"オクラを茹でた鍋でそうめんも茹でちゃいましょう。1〜2分でザルにあげて冷水でしめたら完成！","2018-06-10 15:09:52","2018-06-10 15:09:52"
24926099,5116134,6,,"暑い日はつけ汁とそうめんの器に氷を入れておくと冷たくておいしいです。","2018-06-10 15:09:52","2018-06-10 15:09:52"
24928871,5116829,1,,"じゃがいもをひとつひとつラップに包み、電子レンジ600Wで7分加熱します。","2018-06-10 20:54:12","2018-06-10 21:12:21"
24928875,5116829,2,,"人参は1cmの角切りにして、ラップに包み600Wで3分加熱。 じゃがいもと同時で大丈夫です。","2018-06-10 20:55:05","2018-06-10 20:55:05"
24928876,5116829,3,,"玉ねぎは千切りにして水にさらしておきます。","2018-06-10 20:55:19","2018-06-10 20:55:19"
24928878,5116829,4,"2018-06-10 20:56:04","きゅうりは乱切りにして、塩と砂糖をひとつまみずつかけて塩揉みします。","2018-06-10 20:56:04","2018-06-10 20:56:04"
24928882,5116829,5,,"スライスベーコンを1〜2センチに切り、フライパンで炒めます。カリッとしてきたら、火を止めておいておきます。","2018-06-10 20:57:00","2018-06-10 20:57:00"
24928886,5116829,6,"2018-06-10 20:58:21","あたためたじゃがいもをボールにいれ、潰します。潰しながら皮を取り除いてください。塩胡椒で味を整えます。","2018-06-10 20:58:21","2018-10-29 16:47:19"
24928889,5116829,7,"2018-06-10 20:59:07","人参と玉ねぎも加えて混ぜます。","2018-06-10 20:59:06","2018-06-10 20:59:07"
24928890,5116829,8,"2018-06-10 20:59:21","炒めたベーコンを加えます。","2018-06-10 20:59:21","2018-06-10 20:59:21"
24928893,5116829,9,"2018-06-10 20:59:49","いぶりがっこは一口大に切っていれます。","2018-06-10 20:59:49","2018-06-10 20:59:49"
24928894,5116829,10,"2018-06-10 21:00:07","きゅうりの水気を切って加え、混ぜます。","2018-06-10 21:00:06","2018-06-10 21:00:07"
24928896,5116829,11,"2018-06-10 21:01:31","マヨネーズを10まわしいれ、混ぜます。お好みで量を調整してください。","2018-06-10 21:01:30","2018-06-10 21:01:31"
24928897,5116829,12,"2018-06-10 21:02:24","お皿に盛り付け、お好みでフライドオニオンをかけて完成です！","2018-06-10 21:02:24","2018-06-10 21:02:24"
24928993,5116864,1,,"お湯を沸かし、いんげんを2〜3分ゆでます。","2018-06-10 21:20:54","2018-06-10 21:23:26"
24928966,5116864,2,"2018-06-10 21:14:15","ボールにすりごまと白だしを入れます。","2018-06-10 21:14:15","2018-06-10 21:21:00"
24928968,5116864,3,"2018-06-10 21:14:35","ゆでたいんげんを一口大に切り、ボールに加えます。","2018-06-10 21:14:35","2018-06-10 21:23:34"
24928970,5116864,4,,"しょうゆ大さじ2/3、砂糖大さじ1いれ、味を整えたら完成です","2018-06-10 21:15:15","2018-06-10 21:21:00"
24935498,5118519,1,,"野菜とゆで卵を全て1センチくらいの角切りにする","2018-06-11 20:44:57","2018-06-11 20:46:37"
24935510,5118519,2,,"えびは下処理してお湯で1分下茹でし、冷ましておく。","2018-06-11 20:45:36","2018-06-11 20:45:36"
24935526,5118519,3,,"ボールにソースの材料(★)を全て混ぜて、ソースをつくっておく。","2018-06-11 20:47:12","2018-06-14 11:17:57"
24935536,5118519,4,,"お皿に、レタスや水菜などを薄く敷き詰める。角切りした野菜やたまご、ゆで海老を一列に並べる。 ソースをかけて完成です！","2018-06-11 20:49:09","2018-06-11 20:49:09"
24951486,5122232,1,,"お湯を沸かして、パスタをパッケージに書いてある時間分茹でておく。","2018-06-14 12:49:09","2018-06-14 12:49:09"
24951343,5122232,2,,"ベーコンを3センチくらいに切る。アスパラは5等分に切る。オクラは1センチくらいに切る。","2018-06-14 12:29:04","2018-06-14 12:29:04"
24951344,5122232,3,,"フライパンにオリーブオイルをひいて、ニンニクを炒める。ニンニクの香りがしてきたら、ベーコンをいれて炒める。","2018-06-14 12:29:04","2018-06-14 12:49:10"
24951487,5122232,4,,"アスパラにラップをかけて、1分くらいレンジでチンする。","2018-06-14 12:49:09","2018-06-14 12:49:09"
24951488,5122232,5,,"しめじとアスパラをフライパンにいれて炒める。","2018-06-14 12:49:09","2018-06-14 12:49:09"
24951490,5122232,6,,"調味料を全部いれて、最後にオクラをいれる。","2018-06-14 12:49:09","2018-06-14 12:49:09"
24951491,5122232,7,,"汁気が足りなかったら茹で汁をいれる。","2018-06-14 12:49:09","2018-06-14 12:49:09"
24951492,5122232,8,,"茹で上がったパスタを混ぜて、盛り付けたら完成。","2018-06-14 12:49:10","2018-06-14 12:49:10"
24983578,5129877,1,"2018-06-19 13:25:45","バナナを一口大に切る","2018-06-19 12:56:14","2018-06-19 13:25:45"
24983591,5129877,2,,"プリンをジップロックの袋に入れて軽くもむ","2018-06-19 12:56:34","2018-06-19 13:17:42"
24983597,5129877,3,,"プリンを入れたジップロックの袋にバナナを入れる","2018-06-19 12:57:02","2018-06-19 12:57:02"
24983608,5129877,4,"2018-06-19 13:24:00","バナナを潰さないように、袋をもんでバナナとプリンをなじませる","2018-06-19 13:01:36","2018-06-19 13:24:00"
24983644,5129877,5,"2018-06-19 13:25:29","翌日割りやすいように、潰さない程度に平たく板状にする。冷凍庫に入れて一晩","2018-06-19 13:06:37","2018-06-19 13:25:29"
24983675,5129877,6,,"朝、スープジャーに氷を入れて中を冷やす（10分ほど氷を入れて冷やしたら氷を取り出します）","2018-06-19 13:09:23","2018-06-19 13:10:01"
24983697,5129877,7,,"板状に凍ったバナナ&プリンを割ってスープジャーに入れ、さらにお好みで砕いたくるみを入れる","2018-06-19 13:11:01","2018-06-19 13:11:01"
24983711,5129877,8,,"お昼休みには程よく溶けてて、いい感じに♪","2018-06-19 13:13:01","2018-06-19 13:13:01"
24983759,5129877,9,"2018-06-19 13:23:24","今回使ったプリンはこちら","2018-06-19 13:23:23","2018-06-19 13:23:24"
25070088,5150742,1,,"アボカドを角切り、プチトマトを半分に切り、モッツァレラチーズとボウルに入れる","2018-07-03 01:23:41","2018-07-03 01:23:41"
25070089,5150742,2,"2018-07-03 01:23:45","調味料と和えたら完成","2018-07-03 01:23:41","2018-07-03 01:23:41"
25071938,5151193,1,,"市販の杏仁豆腐をジップロックに入れて形を崩す","2018-07-03 12:25:42","2018-07-03 12:25:42"
25071942,5151193,2,"2018-07-07 09:57:32","皮をむき、大きめの一口サイズに切ったキウイを入れる","2018-07-03 12:26:02","2018-07-07 09:57:32"
25071943,5151193,3,"2018-07-07 09:58:12","固めた後に割りやすいように平たくして、冷凍庫で一晩ひやす","2018-07-03 12:26:12","2018-07-07 09:58:12"
25071945,5151193,4,,"割ってスープジャーに入れたら、お昼には食べごろになってます","2018-07-03 12:26:37","2018-07-03 12:26:37"
25097154,5151193,5,"2018-07-07 09:57:08","今回使った杏仁豆腐","2018-07-07 09:57:07","2018-07-07 09:57:08"
25076196,5152216,1,,"アボカドは角切りに、ズッキーニはスライサーでスライスして、プチトマトは半分に切る","2018-07-03 23:44:49","2018-07-03 23:44:49"
25076197,5152216,2,"2018-07-03 23:44:53","ボウルに切った具を入れて、鯖フィレ缶の身と油も少し入れる","2018-07-03 23:44:49","2018-07-03 23:44:49"
25076198,5152216,3,"2018-07-03 23:44:53","塩・胡椒も振って、和える","2018-07-03 23:44:49","2018-07-03 23:44:49"
25076199,5152216,4,,"冷水でしめたうどんに乗せてできあがり","2018-07-03 23:44:49","2018-07-03 23:44:49"
25415308,5236742,1,,"アボカドをさいの目に切る","2018-09-04 21:29:38","2018-09-04 21:29:38"
25415309,5236742,2,,"ボウルに全部入れて和える","2018-09-04 21:29:39","2018-09-04 21:29:39"
25464933,5249079,1,,"玉ねぎを幅1センチぐらいに切って、サラダ油をひいたフライパンでしんなりするまで弱中火で炒める","2018-09-13 14:55:30","2018-09-13 14:55:30"
25464934,5249079,2,,"玉ねぎが炒まったら幅1センチぐらいに切ったベーコンも入れる","2018-09-13 14:55:30","2018-09-13 14:55:30"
25464935,5249079,3,,"焼きそばを袋ごと1分レンチンしたらフライパンに入れる","2018-09-13 14:55:30","2018-09-13 14:55:30"
25464936,5249079,4,,"水50cc、ウスターソース、オイスターソース、鶏ガラを入れて、水分が飛ぶまで中強火で炒める","2018-09-13 14:55:30","2018-09-13 14:55:30"
25464937,5249079,5,,"キムチも入れて少し火を通したら完成","2018-09-13 14:55:30","2018-09-13 14:55:30"
25502440,5258231,1,"2018-09-20 10:57:22","カップに氷をたっぷり入れて一旦冷凍庫に置いておく","2018-09-20 10:57:18","2018-09-20 10:57:18"
25502441,5258231,2,,"お湯を沸かしつつ豆を挽いたらカップを冷凍庫から出して、スケールの上にカップ・ドリッパーをセット","2018-09-20 10:57:18","2018-09-20 10:57:18"
25502442,5258231,3,"2018-09-20 10:57:22","お湯を50gほど満遍なく注いで30秒ぐらい蒸らす","2018-09-20 10:57:18","2018-09-20 10:57:18"
25502443,5258231,4,"2018-09-20 10:57:23","残り150gを2,3回に分けて注ぎ、お湯が落ち切ったらドリッパーを外す","2018-09-20 10:57:18","2018-09-20 10:57:18"
25502444,5258231,5,"2018-09-20 10:57:23","お箸かなにかで氷をぐるぐるして急冷させたらできあがり","2018-09-20 10:57:18","2018-09-20 10:57:18"
25502445,5258231,6,,"氷が足りなければ1,2個追加で入れてもOK","2018-09-20 10:57:18","2018-09-20 10:57:18"
25549940,5269698,1,,"長ねぎはみじん切り、レタスは食べやすい大きさに千切る。ウィンナーとかお肉を入れるならそれも食べやすい大きさに切る。","2018-09-28 14:56:02","2018-09-28 14:56:02"
25549941,5269698,2,"2018-09-28 14:56:06","ごま油ひいてネギを弱火で熱する","2018-09-28 14:56:02","2018-09-28 14:56:02"
25549942,5269698,3,"2018-09-28 14:56:06","ボウルに卵とシャンタンを入れて溶いたらごはんも入れて混ぜておく","2018-09-28 14:56:02","2018-09-28 14:56:02"
25549943,5269698,4,"2018-09-28 14:56:07","お肉などもフライパンに入れて炒める。(写真のお肉はおつまみとして買っていた味付き牛タン)","2018-09-28 14:56:02","2018-09-28 14:56:02"
25549944,5269698,5,"2018-09-28 14:56:07","火を中強火にしてご飯を投入して炒める","2018-09-28 14:56:02","2018-09-28 14:56:02"
25549945,5269698,6,"2018-09-28 14:56:08","レタスも入れて炒める","2018-09-28 14:56:02","2018-09-28 14:56:02"
25549946,5269698,7,"2018-09-28 14:56:09","少し場所を空けて醤油を垂らす。数秒して香りが立ったら混ぜ炒める。","2018-09-28 14:56:02","2018-09-28 14:56:02"
25549947,5269698,8,"2018-09-28 14:56:09","胡椒も振っていい感じに炒まったらできあがり！","2018-09-28 14:56:02","2018-09-28 14:56:02"
25557717,5271629,1,"2018-09-29 22:23:58","にんにくはみじん切りに、ネギは斜めに薄切り、しめじは食べやすい大きさに、鶏肉は小さめに切っておく","2018-09-29 22:23:54","2018-09-29 22:23:54"
26156442,5271629,2,,"パスタを茹で始める","2018-12-31 13:02:44","2018-12-31 13:02:54"
25557718,5271629,3,"2018-09-29 22:23:58","フライパンにバターを溶かしてにんにくを入れ弱火で温める","2018-09-29 22:23:54","2018-12-31 13:02:54"
25557719,5271629,4,"2018-09-29 22:23:59","そこに鶏肉を入れてじっくり焼く","2018-09-29 22:23:54","2018-12-31 13:02:54"
25557720,5271629,5,"2018-09-29 22:23:59","鶏肉に少し火が通ってきたらネギときのこも入れ、調味料★も入れたらぐつぐつ煮る","2018-09-29 22:23:54","2018-12-31 13:02:54"
25557721,5271629,6,"2018-09-29 22:23:59","茹でたパスタを少しの茹で汁と一緒に入れて和える","2018-09-29 22:23:54","2018-12-31 13:02:54"
25557722,5271629,7,,"火を止めたらお好みで追いバターと胡椒で仕上げる","2018-09-29 22:23:54","2018-12-31 13:02:54"
25761013,5321262,1,,"えのきは固いところを落として、半分くらいに切る。ネギは斜めに薄切りにする。","2018-11-03 21:31:48","2018-11-03 21:31:48"
25761014,5321262,2,,"多めのごま油でネギとえのきを炒めて、しんなりしてきたら調味料★とキムチを入れる。","2018-11-03 21:31:48","2018-11-03 21:31:48"
25761015,5321262,3,,"少し炒めたら完成。","2018-11-03 21:31:48","2018-11-03 21:31:48"
25852709,5343347,1,"2018-11-19 08:38:43","ドリア用などの耐熱皿にごはん、卵、鮭、白だし、チーズ、塩コショウをのせる。","2018-11-19 08:38:43","2018-11-19 08:38:43"
25852710,5343347,2,"2018-11-19 08:39:57","トースターで5分〜焼いて完成！ お好みでのりをかける","2018-11-19 08:39:43","2018-11-19 08:43:03"
25859167,5344845,1,"2018-11-20 09:09:15","耐熱容器にごはん、アボカド、鮭をのせ、しょうゆ、マヨネーズ、塩胡椒をかける。","2018-11-20 09:09:14","2018-11-20 09:09:15"
25859169,5344845,2,"2018-11-20 09:09:54","とろけるチーズをのせてトースターで3分焼き、チーズに焦げ目がついたら完成","2018-11-20 09:09:53","2018-11-20 09:09:54"
25864947,5346202,1,,"ベーコンを1cm幅に切り、アルミホイル/キッチンペーパーにのせてトースターで焦げ目がつくまで焼く","2018-11-21 08:52:22","2018-11-21 08:52:22"
25864949,5346202,2,,"よそったごはんの上に卵、オリーブオイル、ベーコン、塩胡椒、粉チーズをのせて、完成","2018-11-21 08:53:19","2018-11-21 08:53:19"
25893188,5352834,1,"2018-11-26 09:48:26","しいたけとえのきを軽く洗い、石づきを切り落とし、好みの大きさに切る。 卵を溶いておく。","2018-11-26 09:48:25","2018-11-26 10:02:42"
25893194,5352834,2,,"フライパンにオリーブオイルをあたため、きのこを炒める。酒、醤油をいれ、溶き卵を半分入れて半熟程度になったら火を止める。","2018-11-26 09:49:13","2018-11-26 09:50:07"
25893212,5352834,3,,"残りの溶き卵に白だしをいれ、お茶碗によそったご飯にかける","2018-11-26 09:51:02","2018-11-26 09:51:02"
25893216,5352834,4,,"卵かけご飯のうえにきのこの卵とじをのせ、ゆず塩と刻みネギをのせて完成！","2018-11-26 09:52:22","2018-11-26 09:52:22"
25897390,5353881,1,,"バットに小麦粉を水でとく。塩胡椒をいれる。別のバットにパン粉をだしておく。","2018-11-26 21:40:12","2018-11-26 21:40:12"
25897395,5353881,2,,"あじを小麦粉のバットにとおし、パン粉をつける。そのまましばらく置いておく","2018-11-26 21:40:37","2018-11-26 21:40:37"
25897411,5353881,3,"2018-11-26 21:42:14","高温の油であげる。 余熱で火を通すので短めで。 盛り付けて完成！","2018-11-26 21:42:14","2018-11-26 21:42:14"
25904678,5355651,1,,"バターはボウルに入れて常温に戻しておく。薄力粉と全粒粉は合わせて振るう。胡桃は粗く刻んで軽くローストしておく。","2018-11-28 08:51:11","2018-11-28 08:58:29"
25904679,5355651,2,,"泡立て器でバターが白っぽくフワっとするまで柔らかくし、砂糖を混ぜ込んでザラつきがなくなるまでよく混ぜる。","2018-11-28 08:51:11","2018-11-28 09:20:34"
25904680,5355651,3,,"別のボウルで溶いた卵を少しずつ２のボウルに加え、都度よく混ぜる。分離しないよう気をつけて。","2018-11-28 08:51:11","2018-11-28 08:59:06"
25904681,5355651,4,,"ゴムベラに持ち替えて、3に粉を振るい入れる。最後に振るい器に残った全粒粉の粒はそのまま加えちゃってください。","2018-11-28 08:51:11","2018-11-28 09:00:10"
25904747,5355651,5,,"4に煮りんごを加えてさっと混ぜる。続いてローストした胡桃を混ぜる。※胡桃は一部をトッピング用に取っておく。","2018-11-28 09:00:15","2018-11-28 09:01:10"
25904748,5355651,6,,"紙を敷いたパウンド型に５の生地を入れ、表面を綺麗にならす。トッピング用の胡桃を散らす。","2018-11-28 09:00:18","2018-11-28 09:02:39"
25904764,5355651,7,,"170度に予熱したオーブンで45分焼く。※焼き時間はお使いのオーブンによるので調整してください。","2018-11-28 09:02:41","2018-11-28 09:04:01"
25904774,5355651,8,,"生地の割れ目に竹串を刺して、何もついてこなければ焼き上がり。触れるくらいに粗熱が取れたら型から外し、網の上などで冷ます。","2018-11-28 09:03:51","2018-11-28 09:05:26"
25904779,5355651,9,"2018-11-28 09:05:48","完全に冷めてから切り分けていただきます。","2018-11-28 09:05:30","2018-11-28 09:06:04"
26012492,5399629,1,,"きのこを食べやすい大きさに切る","2018-12-05 14:27:05","2018-12-05 14:27:05"
26012500,5399629,2,,"小鍋にだしを沸騰させ、きのことごはんをいれる","2018-12-05 14:28:06","2018-12-05 14:28:17"
26012519,5399629,3,,"5-6分煮込み、溶き卵をとき入れて蓋をして火を止める。そのまま2,3分蒸らして完成","2018-12-05 14:30:28","2018-12-05 14:30:28"
26042868,5406927,1,,"だし汁を別の鍋に入れて沸騰させ一煮立ちさせておく。1/3くらいの量を鍋に入れる","2018-12-10 21:12:16","2018-12-10 21:12:16"
26042873,5406927,2,,"もつを湯通し、野菜などの材料は適当な大きさに切っておく。","2018-12-10 21:13:07","2018-12-10 21:13:07"
26042875,5406927,3,,"ニラは6〜7cm,キャベツはざく切り。","2018-12-10 21:13:37","2018-12-10 21:13:37"
26042878,5406927,4,,"だしを入れた鍋にもつを入れてひと煮立ち。灰汁が出ればすくってすてる。","2018-12-10 21:14:23","2018-12-10 21:14:23"
26042886,5406927,5,,"キャベツをドーナツ状にいれ、真ん中に豆腐やきのこを入れる。上にニラを綺麗にならべ、にんにく、小口唐辛子、ごまをかける","2018-12-10 21:15:29","2018-12-10 21:15:29"
26042894,5406927,6,,"火をかけて完成。お好みでにんにくチップをかけて。","2018-12-10 21:16:01","2018-12-10 21:16:01"
26050876,5408898,1,,"耐熱容器にポトフ、ごはん、牛乳をいれ、ラップをして電子レンジで500W2分30秒加熱する。","2018-12-12 11:35:20","2018-12-12 11:35:45"
26050897,5408898,2,"2018-12-12 11:38:16","とろけるチーズをちぎっていれ、よくかき混ぜる。仕上げにオリーブオイル、粗挽きコショウ、パセリをかけて完成","2018-12-12 11:38:13","2018-12-12 11:38:16"
26056750,5410298,1,,"ポトフを耐熱容器に入れて、牛乳とにんにくチューブを入れる。緩くラップして、電子レンジで500Wで3分加熱する。","2018-12-13 12:16:44","2018-12-13 12:16:44"
26056751,5410298,2,,"うどんを別の鍋でゆでておく。","2018-12-13 12:16:44","2018-12-13 12:16:44"
26056752,5410298,3,,"さきほど加熱した耐熱容器にチーズをちぎっていれて、まぜる。 ゆでたうどんもいれて絡める。","2018-12-13 12:16:44","2018-12-13 12:16:44"
26056753,5410298,4,,"仕上げにに、あらびきコショウとオリーブオイルを入れて完成です。","2018-12-13 12:16:44","2018-12-13 12:16:44"
26072363,5413944,1,,"豚肉はかたまりのまま圧力鍋にいれ、水1L、長ネギ、しょうがをいれ、ふたをして加圧。加圧後、急冷してふたをあける","2018-12-16 11:32:54","2018-12-16 11:32:54"
26072364,5413944,2,,"肉を取り出して3〜4cm角に切り分ける。","2018-12-16 11:32:54","2018-12-16 11:33:16"
26072368,5413944,3,,"茹で汁200ccをこして、鍋に戻し、肉と調味料をいれ、加圧。 加圧後、火を止め、自然放置してふたをあける","2018-12-16 11:33:16","2018-12-16 11:35:50"
26072376,5413944,4,,"煮汁を肉にかめながら少し煮詰めて器に盛り、お好みでからしと万能ネギを添える","2018-12-16 11:35:50","2018-12-16 11:36:45"
26083274,5416590,1,,"ご飯をよそって、ごま油、しょうゆ、お酢、市販のステーキソース(焼肉のたれ)をかけて混ぜる。","2018-12-18 09:04:23","2018-12-18 09:05:07"
26083275,5416590,2,,"にらを刻み、ご飯の上に乗せる。","2018-12-18 09:05:32","2018-12-18 15:14:11"
26083279,5416590,3,,"卵をわり、黄身をご飯の真ん中におく。お好みで、白身は半分ほどいれる。 (食べながら足すのもおいしいです)","2018-12-18 09:07:20","2018-12-20 13:54:38"
26083283,5416590,4,,"黄身の横に食べるラー油とにんにくをのせて完成！ 混ぜながら食べます","2018-12-18 09:08:08","2018-12-20 13:54:45"
26192728,5441920,1,,"玉ねぎをスライサーで薄くスライスするかみじん切りにし、サラダ油をひいたフライパンに入れ色が変わるまで弱火でじっくり炒める","2019-01-07 17:14:40","2019-03-28 15:52:33"
26192733,5441920,2,,"人参の半分を小さめに切ったらそれもそこに入れて軽く炒める (残りは食感を残した具にするので取っておく)","2019-01-07 17:15:23","2019-01-07 17:42:01"
26192736,5441920,3,,"それらを鍋に移し水750mlを加え中火にして煮る","2019-01-07 17:16:28","2019-01-07 17:30:23"
